companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
195;RECRUSUL S.A.;RCSL4;0,75;-6,88;822,99;17,41;1,56;25,33;12,72;8,87;-22,44;1,54;11,47;-3,05;1,01;-11956,9;-22,62;4853,1;-0,42;-0,01;0,0;1,0;1,38;-0,02;362,53;1940439,76;0,0;-0,11;138975497,1;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;;;02/20/24 12:07
240;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;RDNI3;4,42;6,42;0,33;9,72;0,08;47,41;23,85;3,42;5,18;0,33;0,82;-0,12;0,25;5,18;1,29;0,04;1,29;37,68;0,25;0,74;1,55;0,09;18,15;42480,5;13,28;0,69;193462551,36;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;3,26;;02/20/24 12:07
657;REDE D OR SÃO LUIZ S.A.;RDOR3;25,76;34,56;2,59;13,78;0,61;14,22;17,33;10,55;4,21;1,45;2,09;-1,15;0,42;7,49;1,78;6,86;0,09;0,48;0,24;0,75;2,7;1,42;;96177151,88;9,95;0,75;58811926637,1;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;1,43;;02/20/24 12:07
772;PETRORECÔNCAVO S.A.;RECV3;23,64;7,45;1,57;7,64;1,0;7,86;37,04;31,28;32,08;2,39;50,6;-1,23;0,42;21,02;13,47;16,17;0,04;0,22;0,64;0,36;1,12;0,53;;59532942,56;15,1;3,17;6934513298,64;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;4,19;;02/20/24 12:07
477;REDE ENERGIA PARTICIPAÇÕES S.A.;REDE3;6,98;10,13;2,52;4,07;0,56;6,88;30,1;23,48;9,43;0,96;33,29;-0,76;0,58;24,89;5,5;17,54;1,74;2,81;0,22;0,78;1,07;-12,9;10,99;46356,56;2,77;0,69;14730057150,52;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;10,19;67,22;02/20/24 12:07
246;LOCALIZA RENT A CAR S.A.;RENT3;54,0;37,33;2,29;10,85;0,78;16,16;29,04;19,78;5,75;2,15;221,61;-0,98;0,36;6,13;2,09;8,55;1,12;5,31;0,34;0,66;1,02;-2,32;24,03;378082009,12;23,59;1,45;57687828179,19;24;2,0;10,0;Diversos;Aluguel de carros;Consumo Cíclico;3,54;25,03;02/20/24 12:07
204;COSAN LOGISTICA S.A.;RLOG3;23,08;82,76;4,26;5,17;0,23;12,09;34,71;29,67;1,85;1,53;1,49;-0,31;0,15;5,15;0,28;5,46;5,71;6,92;0,05;0,71;2,64;-2,42;50,58;;5,41;0,28;10691215482,28;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais;;4,37;02/20/24 12:07
478;RENOVA ENERGIA S.A.;RNEW11;4,15;0,56;0,43;0,44;0,13;1,75;12,74;321,87;254,92;1,43;-0,93;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;57595,15;9,71;7,4;345119472,47;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
478;RENOVA ENERGIA S.A.;RNEW3;1,39;0,56;0,43;0,45;0,13;1,75;12,74;321,87;254,92;1,44;-0,93;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;171256,82;3,24;2,47;345119472,47;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
478;RENOVA ENERGIA S.A.;RNEW4;1,38;0,56;0,43;0,44;0,13;1,75;12,74;321,87;254,92;1,43;-0,92;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;300788,26;3,24;2,47;345119472,47;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
182;INDUSTRIAS ROMI S.A.;ROMI3;12,56;4,8;0,98;3,96;0,49;5,71;33,04;19,2;15,83;0,76;1,4;-1,27;0,64;20,47;10,2;11,62;0,44;1,76;0,5;0,5;2,31;0,34;18,8;3488003,82;12,78;2,62;1114499605,2;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;6,64;43,87;02/20/24 12:07
324;ALFA HOLDINGS S.A.;RPAD3;8,3;21,02;0,64;26,9;0,64;24,25;;;;;12,2;-0,67;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,45;;31765,65;13,0;0,39;695128705,3;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;-5,15;02/20/24 12:07
324;ALFA HOLDINGS S.A.;RPAD5;8,31;21,05;0,64;26,94;0,64;24,25;;;;;12,21;-0,67;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,45;;25654,56;13,0;0,39;695128705,3;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;-5,15;02/20/24 12:07
324;ALFA HOLDINGS S.A.;RPAD6;8,1;20,52;0,62;26,25;0,62;24,25;;;;;11,91;-0,66;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,44;;26663,21;13,0;0,39;695128705,3;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;;-5,15;02/20/24 12:07
410;REFINARIA DE PETROLEOS MANGUINHOS S.A.;RPMG3;2,05;-0,17;-0,03;-0,14;0,02;-0,14;-13,15;-20,51;-16,72;0,03;-0,03;-0,37;0,83;-16,32;-13,94;20,03;;0,0;-0,85;1,85;0,55;0,02;48,3;39697,47;-74,73;-12,19;138767839,45;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
650;3R PETROLEUM ÓLEO E GÁS S.A;RRRP3;29,09;-190,11;1,35;11,41;0,36;24,09;31,72;14,54;-0,87;1,66;121,31;-0,42;0,22;-0,71;-0,19;3,11;1,5;12,66;0,27;0,73;1,02;1,63;118,19;173079249,56;21,57;-0,15;7004779561,0;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
241;ROSSI RESIDENCIAL S.A.;RSID3;3,61;-0,14;-0,06;-0,23;0,12;-2,21;125,92;660,98;1099,95;;-0,06;-0,24;-0,08;-41,43;-82,6;50,63;;-1,98;-1,99;3,0;0,22;0,0;;231296,65;-62,42;-25,86;72200000,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
193;METALURGICA RIOSULENSE S.A.;RSUL3;0,0;0,0;0,0;0,0;0,0;1,44;41,84;27,58;16,95;0,0;0,0;0,0;1,02;34,14;17,29;36,19;-0,3;-0,54;0,51;0,49;2,32;0,0;26,29;;29,31;10,01;195850210,25;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;;10,59;02/20/24 12:07
193;METALURGICA RIOSULENSE S.A.;RSUL4;78,49;7,84;2,68;4,82;1,36;1,44;41,84;27,58;16,95;1,33;4,42;-2,94;1,02;34,14;17,29;36,19;-0,3;-0,54;0,51;0,49;2,32;-4,6;26,29;161508,59;29,31;10,01;195850210,25;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;3,71;10,59;02/20/24 12:07
343;BCO SANTANDER (BRASIL) S.A.;SANB11;29,59;11,87;0,98;18,28;0,1;18,18;16,51;6,05;9,32;1,11;;-0,1;0,09;8,25;0,83;;;;0,1;0,9;;-0,3;10,04;59168921,35;30,24;2,49;110340884415,47;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;5,45;0,94;02/20/24 12:07
343;BCO SANTANDER (BRASIL) S.A.;SANB3;13,9;11,15;0,92;17,18;0,09;18,18;16,51;6,05;9,32;1,04;;-0,09;0,09;8,25;0,83;;;;0,1;0,9;;-0,28;10,04;1629648,59;15,12;1,25;110340884415,47;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;5,53;0,94;02/20/24 12:07
343;BCO SANTANDER (BRASIL) S.A.;SANB4;15,67;12,57;1,04;19,36;0,1;18,18;16,51;6,05;9,32;1,17;;-0,11;0,09;8,25;0,83;;;;0,1;0,9;;-0,31;10,04;1939013,88;15,12;1,25;110340884415,47;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;5,39;0,94;02/20/24 12:07
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR11;26,39;5,35;0,84;3,55;0,44;5,51;60,1;36,99;24,53;1,31;10,1;-0,51;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,17;7,96;25025083,38;31,42;4,93;7961030674,09;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;5,74;16,77;02/20/24 12:07
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR3;5,06;5,13;0,81;3,41;0,42;5,51;60,1;36,99;24,53;1,26;9,69;-0,49;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,16;7,96;1529685,97;6,28;0,99;7961030674,09;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;5,55;16,77;02/20/24 12:07
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR4;5,32;5,4;0,85;3,58;0,44;5,51;60,1;36,99;24,53;1,32;10,19;-0,51;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,17;7,96;10240329,65;6,28;0,99;7961030674,09;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;5,8;16,77;02/20/24 12:07
483;GRUPO SBF SA;SBFG3;12,04;16,07;1,19;5,76;0,36;11,57;47,85;7,45;2,67;0,43;1,66;-0,74;0,83;7,42;2,22;8,13;1,2;5,81;0,3;0,7;1,71;-0,33;26,04;26446205,85;10,1;0,75;2931578429,4;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;1,13;-5,21;02/20/24 12:07
441;CIA SANEAMENTO BASICO EST SAO PAULO;SBSP3;82,38;18,9;1,9;10,73;0,95;13,74;35,05;21,66;12,29;2,32;-4496,69;-1,08;0,41;10,07;5,05;8,62;0,54;3,05;0,5;0,5;1,0;-8,59;8,59;202918133,21;43,3;4,36;56109325146,21;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;1,55;3,41;02/20/24 12:07
314;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;SCAR3;26,5;40,41;1,0;5,34;0,44;10,75;47,81;36,38;4,81;1,94;1,6;-0,67;0,23;2,48;1,08;7,97;1,02;5,41;0,44;0,56;4,63;-0,26;-6,96;250286,03;26,43;0,66;1530038953,5;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;-20,5;02/20/24 12:07
255;SOMOS EDUCAÇÃO S.A.;SEDU3;23,8;-13,36;15,0;-21,89;1,53;-27,94;48,36;-15,73;-25,77;3,44;57,9;-2,27;0,44;-112,29;-11,46;-13,15;4,15;-6,05;0,1;0,9;1,09;0,01;12,49;;1,59;-1,78;6238667820,0;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico;;;02/20/24 12:07
254;SER EDUCACIONAL S.A.;SEER3;6,09;-4,93;0,65;11,32;0,23;18,74;50,44;3,87;-8,88;0,44;9,65;-0,29;0,52;-13,22;-4,64;3,35;0,43;7,55;0,35;0,65;1,13;-0,07;6,36;6264592,97;9,35;-1,24;774903791,2;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico;;;02/20/24 12:07
639;SEQUOIA LOGISTICA E TRANSPORTES S.A;SEQL3;0,46;-0,37;1,41;-0,57;0,11;-3,7;5,07;-29,02;-45,21;0,17;-0,74;-0,14;0,63;-382,42;-28,65;-31,37;7,68;-3,13;0,07;0,93;0,64;0,0;;12040507,74;0,33;-1,25;178886113,76;108;1,0;6,0;Transporte;Logística;Bens Industriais;;;02/20/24 12:07
268;SPRINGS GLOBAL PARTICIPACOES S.A.;SGPS3;0,98;-0,06;0,3;-0,12;0,02;-2,36;2,36;-39,02;-77,23;0,05;-0,05;-0,03;0,39;-470,13;-30,47;-33,93;5,3;-2,23;0,06;0,94;0,45;0,0;-2,95;421991,82;3,31;-15,56;49000000,0;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;;02/20/24 12:07
489;T4F ENTRETENIMENTO S.A.;SHOW3;2,01;8,61;0,89;2,15;0,19;-0,31;26,58;15,48;3,86;0,33;4,73;-0,62;0,58;10,3;2,25;33,65;-1,02;-2,46;0,22;0,77;1,06;-0,04;-12,84;311547,74;2,27;0,23;135499384,29;40;2,0;15,0;Viagens e Lazer;Produção de Eventos e Shows;Consumo Cíclico;;-18,71;02/20/24 12:07
188;SCHULZ S.A.;SHUL3;111,89;129,2;31,86;112,72;16,67;51,94;27,03;17,56;15,32;19,79;42,23;-48,65;0,84;24,66;12,9;16,38;-0,02;-0,06;0,52;0,48;2,5;5,47;24,97;;3,51;0,87;18447975590,52;9;1,0;3,0;Máquinas e Equipamentos;Motores . Compressores e Outros;Bens Industriais;0,19;50,47;02/20/24 12:07
188;SCHULZ S.A.;SHUL4;6,67;7,7;1,9;6,72;0,99;51,94;27,03;17,56;15,32;1,18;2,52;-2,9;0,84;24,66;12,9;16,38;-0,02;-0,06;0,52;0,48;2,5;0,33;24,97;2264155,29;3,51;0,87;18447975590,52;9;1,0;3,0;Máquinas e Equipamentos;Motores . Compressores e Outros;Bens Industriais;4,38;50,47;02/20/24 12:07
210;SIMPAR S.A.;SIMH3;7,45;125,24;1,86;1,17;0,1;7,16;28,13;18,02;0,17;0,21;0,78;-0,15;0,49;1,48;0,08;10,67;9,48;5,98;0,06;0,89;1,75;-1,39;27,43;22679708,76;4,01;0,06;6495421565,52;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;0,26;;02/20/24 12:07
283;SLC AGRICOLA S.A.;SLCE3;19,65;7,58;1,68;3,68;0,53;5,12;31,62;24,57;11,95;0,9;2,22;-1,02;0,58;22,13;6,95;18,45;0,66;1,45;0,31;0,67;1,97;-0,55;34,0;51682770,03;11,72;2,59;8693695730,76;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;6,89;26,41;02/20/24 12:07
220;SARAIVA S.A. LIVREIROS EDITORES;SLED3;3,21;0,45;-0,08;0,56;0,48;0,95;47,85;73,94;92,71;0,42;-0,2;-0,72;1,15;-18,07;107,04;-15,91;;0,65;-5,92;6,92;0,12;-0,02;-45,03;4387,67;-39,57;7,15;16497692,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;;02/20/24 12:07
220;SARAIVA S.A. LIVREIROS EDITORES;SLED4;1,6;0,22;-0,04;0,28;0,24;0,95;47,85;73,94;92,71;0,21;-0,1;-0,36;1,15;-18,07;107,04;-15,91;;0,65;-5,92;6,92;0,12;-0,01;-45,03;207054,67;-39,57;7,15;16497692,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;;;02/20/24 12:07
569;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMFT3;24,9;32,29;3,1;21,09;1,11;22,04;40,84;32,69;21,35;6,89;13,24;-1,5;0,16;9,59;3,43;7,57;0,15;1,01;0,36;0,64;1,47;-0,12;31,49;48076175,21;8,04;0,77;14556396035,87;101;2,0;15,0;Viagens e Lazer;Atividades Esportivas;Consumo Cíclico;1,42;;02/20/24 12:07
249;SMILES FIDELIDADE S.A.;SMLS3;22,4;10,78;4,09;10,17;1,02;9,93;85,18;41,42;39,07;4,21;18,78;-2,54;0,24;37,96;9,43;24,47;-0,1;-0,24;0,25;0,75;1,1;-0,33;;;5,47;2,08;2781160547,2;25;2,0;10,0;Diversos;Programas de Fidelização;Consumo Cíclico;;;02/20/24 12:07
286;SAO MARTINHO S.A.;SMTO3;25,85;7,5;1,55;3,88;0,49;6,67;30,78;37,91;19,59;1,47;2,98;-0,7;0,33;20,63;6,48;13,31;1,11;2,79;0,31;0,69;2,17;-0,74;14,04;61326354,32;16,7;3,45;9154732967,94;43;3,0;17,0;Alimentos Processados;Açucar e Alcool;Consumo não Cíclico;4,8;19,93;02/20/24 12:07
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY3;10,82;-0,29;-0,04;1,45;0,16;3,9;25,14;6,63;-33,1;0,1;5,61;-0,4;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;0,0;16,67;265134,84;-245,68;-37,32;96188232,8;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos;;;02/20/24 12:07
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY5;5,23;-0,14;-0,02;0,7;0,08;3,9;25,14;6,63;-33,1;0,05;2,71;-0,19;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;0,0;16,67;161078,41;-245,68;-37,32;96188232,8;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos;;;02/20/24 12:07
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY6;13,33;-0,36;-0,05;1,78;0,2;3,9;25,14;6,63;-33,1;0,12;6,92;-0,49;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;-0,01;16,67;;-245,68;-37,32;96188232,8;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos;;;02/20/24 12:07
768;BOA SAFRA SEMENTES S.A.;SOJA3;15,51;9,45;1,97;7,9;0,72;7,5;15,15;11,93;9,98;0,94;1,78;-2,64;0,77;20,81;7,66;10,68;-0,1;-0,4;0,37;0,5;2,27;0,2;53,23;3841713,85;7,89;1,64;1816846456,26;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico;6,19;;02/20/24 12:07
614;GRUPO DE MODA SOMA S.A.;SOMA3;7,1;18,23;0,73;13,15;0,52;15,87;56,57;8,12;5,86;1,07;3,83;-0,75;0,49;4,0;2,84;3,69;0,15;2,72;0,71;0,29;1,76;-27,47;36,69;118277017,41;9,73;0,39;5571706348,3;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico;1,43;30,81;02/20/24 12:07
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND3;46,01;9,09;1,97;4,21;1,17;3,48;39,48;15,86;7,34;0,67;3,45;-3,02;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-0,89;23,5;;23,41;5,06;119479560,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais;12,04;31,16;02/20/24 12:07
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND5;54,0;10,67;2,31;4,94;1,38;3,48;39,48;15,86;7,34;0,78;4,05;-3,54;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-1,05;23,5;12150,0;23,41;5,06;119479560,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais;11,29;31,16;02/20/24 12:07
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND6;50,0;9,88;2,14;4,57;1,27;3,48;39,48;15,86;7,34;0,73;3,75;-3,28;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-0,97;23,5;13699,0;23,41;5,06;119479560,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais;12,19;31,16;02/20/24 12:07
323;SPRINGER S.A.;SPRI3;21,72;-3,32;2,45;-3,0;2,36;-2,46;;;;;4,61;-4,93;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;-0,01;;;8,86;-6,54;48073731,88;53;;;;;;;;02/20/24 12:07
323;SPRINGER S.A.;SPRI5;8,52;-1,3;0,96;-1,18;0,93;-2,46;;;;;1,81;-1,93;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;0,0;;;8,86;-6,54;48073731,88;53;;;;;;;;02/20/24 12:07
323;SPRINGER S.A.;SPRI6;11,0;-1,68;1,24;-1,52;1,2;-2,46;;;;;2,34;-2,49;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;0,0;;;8,86;-6,54;48073731,88;53;;;;;;;;02/20/24 12:07
354;LONGDIS S.A.;SPRT3B;76,4;1090,85;6770,92;772,64;5953,08;772,51;;;;;6770,92;;0,0;620,7;545,73;876,33;-1,14;-0,13;0,88;0,12;8,28;-8,9;;;0,01;0,07;370531748,8;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
434;SINQIA S.A.;SQIA3;27,37;-110,33;3,7;55,72;1,49;60,18;42,19;6,45;-3,26;3,59;25,87;-1,84;0,41;-3,35;-1,35;3,18;0,3;4,46;0,4;0,58;1,43;0,44;35,51;39651585,0;7,4;-0,25;2406971773,64;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;0,2;;02/20/24 12:07
835;SERENA ENERGIA S.A.;SRNA3;10,02;120,61;1,23;7,59;0,35;18,14;32,08;29,57;1,86;2,24;-2,67;-0,39;0,15;1,02;0,29;5,17;1,71;10,54;0,28;0,72;0,48;;;8181768,68;8,16;0,08;6239760171,12;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
200;SANTOS BRASIL PARTICIPACOES S.A.;STBP3;10,98;23,58;4,33;15,31;2,07;15,06;46,64;31,99;20,77;4,9;41,61;-2,56;0,42;18,36;8,77;19,96;-0,07;-0,24;0,48;0,52;1,35;-17,88;18,58;39484737,18;2,54;0,47;9479948947,93;14;1,0;6,0;Transporte;Serviços de Apoio e Armazenagem;Bens Industriais;3,61;;02/20/24 12:07
570;STATKRAFT ENERGIAS RENOVAVEIS S.A.;STKF3;0,0;0,0;0,0;0,0;0,0;2,81;52,55;42,44;41,5;0,0;0,0;0,0;0,17;10,84;7,05;6,09;0,31;2,81;0,65;0,35;1,72;0,0;22,63;;5,7;0,62;0,0;101;2,0;15,0;Viagens e Lazer;Atividades Esportivas;Consumo Cíclico;;114,96;02/20/24 12:07
179;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;STTR3;0,0;0,0;0,0;0,0;0,0;-0,22;31,37;17,25;14,11;0,0;0,0;0,0;1,27;32,1;17,86;25,38;-0,09;-0,22;0,56;0,44;2,46;0,0;22,02;;2,91;0,94;0,0;7;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;Bens Industriais;;;02/20/24 12:07
362;SUL AMERICA S.A.;SULA11;22,25;52,23;1,13;-12,92;0,31;6,54;4,25;-3,34;0,83;0,43;0,85;-0,91;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,94;4,58;;19,64;0,43;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;;-23,56;02/20/24 12:07
362;SUL AMERICA S.A.;SULA3;7,43;52,32;1,13;-12,95;0,31;6,54;4,25;-3,34;0,83;0,43;0,85;-0,91;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,95;4,58;;6,55;0,14;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;;-23,56;02/20/24 12:07
362;SUL AMERICA S.A.;SULA4;7,63;53,73;1,17;-13,3;0,32;6,54;4,25;-3,34;0,83;0,44;0,88;-0,93;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,97;4,58;;6,55;0,14;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;;-23,56;02/20/24 12:07
378;SUZANO S.A.;SUZB3;53,4;4,09;1,67;4,26;0,49;7,79;42,65;37,39;38,93;1,59;2,82;-0,67;0,31;40,79;12,03;9,58;1,39;3,55;0,29;0,7;2,82;-0,62;36,49;179370050,26;32,02;13,06;69352974765,7;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;2,18;56,62;02/20/24 12:07
307;SYN PROP E TECH S.A.;SYNE3;4,52;-17,59;0,46;5,03;0,17;9,94;50,09;32,3;-9,25;1,63;2,13;-0,19;0,11;-2,6;-0,97;2,94;0,45;4,94;0,38;0,36;4,01;0,17;1,23;1264167,12;9,9;-0,26;685373558,05;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;;;02/20/24 12:07
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE11;35,28;10,62;1,83;6,59;0,63;11,14;68,87;71,85;44,57;4,73;4,56;-0,8;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,28;19,43;52341812,71;19,31;3,32;12157366428,03;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;6,35;12,03;02/20/24 12:07
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE3;11,64;10,51;1,81;6,52;0,62;11,14;68,87;71,85;44,57;4,69;4,52;-0,79;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,28;19,43;1437141,06;6,44;1,11;12157366428,03;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;6,42;12,03;02/20/24 12:07
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE4;11,84;10,69;1,84;6,63;0,63;11,14;68,87;71,85;44,57;4,77;4,59;-0,8;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,28;19,43;2827537,71;6,44;1,11;12157366428,03;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;6,31;12,03;02/20/24 12:07
177;TAURUS ARMAS S.A.;TASA3;14,28;7,82;1,63;5,21;0,83;6,27;38,11;17,69;11,8;0,92;3,71;-2,02;0,9;20,87;10,66;14,49;0,33;1,04;0,51;0,49;1,62;-0,13;29,58;214695,76;8,75;1,83;1814754847,12;6;1,0;3,0;Máquinas e Equipamentos;Armas e Munições;Bens Industriais;9,77;;02/20/24 12:07
177;TAURUS ARMAS S.A.;TASA4;14,35;7,86;1,64;5,24;0,84;6,27;38,11;17,69;11,8;0,93;3,73;-2,03;0,9;20,87;10,66;14,49;0,33;1,04;0,51;0,49;1,62;-0,13;29,58;4209733,91;8,75;1,83;1814754847,12;6;1,0;3,0;Máquinas e Equipamentos;Armas e Munições;Bens Industriais;9,73;;02/20/24 12:07
166;TECNOSOLO ENGENHARIA S.A.;TCNO3;1,2;-7,52;-8,4;-6,81;0,03;-34,51;;;;;-0,08;-0,04;0,0;-111,63;-0,45;-3,55;;-28,98;0,0;1,0;0,28;-0,28;;;-0,14;-0,16;6451072,5;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais;;;02/20/24 12:07
166;TECNOSOLO ENGENHARIA S.A.;TCNO4;0,85;-5,33;-5,95;-4,82;0,02;-34,51;;;;;-0,06;-0,03;0,0;-111,63;-0,45;-3,55;;-28,98;0,0;1,0;0,28;-0,2;;;-0,14;-0,16;6451072,5;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais;;;02/20/24 12:07
